first_name,last_name,price,above_100
Rebecca,Jimenez,142.590737,1
Kathleen,Roman,15.10135967,0
Billy,Smith,22.53181535,0
Nicole,James,101.913846,1
Allison,Holt,12.7990102,0
Amanda,Johnson,19.17461281,0
Michael,Spencer,171.890946,1
Brandi,King,30.05366744,0
Alexander,King,23.47063099,0
Nicole,Sampson,207.6385148,1
Savannah,Bell,22.05563858,0
Jessica,Harris MD,103.7031099,1
Lauren,Gallagher,266.215602,1
Jack,Townsend,93.27791862,0
Jamie,Nguyen,228.9953328,1
Ann,Price,266.323001,1
Michael,Rodriguez,224.0452951,1
Heather,Davidson,219.8337855,1
Marie,Green,146.6406753,1
Lori,Tapia,147.3422789,1
Kayla,Alvarado,127.2410425,1
Susan,Crosby,200.3652912,1
Nathan,Harris,163.8731027,1
Michael,Daniel,4.582288435,0
Ashley,Jones,53.14943439,0
John,Wright,91.35592502,0
Melissa,Jordan,294.2154133,1
Carrie,Jackson,232.6768105,1
Rebecca,Anderson,183.1702424,1
Paul,Powell,105.1162169,1
Shawn,Baxter,81.03527984,0
Sarah,Wright,141.0101793,1
Kimberly,Romero,235.624084,1
Matthew,Washington,186.5044837,1
Kirk,Hayden,148.2501795,1
Traci,Kelley,41.56298339,0
Isabella,Chen,129.6921072,1
Melanie,Salazar,292.8461055,1
Stephanie,Lewis,76.43122945,0
Christopher,Hensley,249.1556558,1
Terry,Vincent,242.9859001,1
Jason,Alvarado,95.92027624,0
Michelle,Evans,257.2373034,1
Dennis,Benitez,87.11980487,0
Troy,Garcia,181.4054634,1
Albert,Davila,113.2109822,1
Candice,Rivera,42.88132073,0
Cole,Edwards,244.0779245,1
Danielle,Johnson,31.63041433,0
Justin,Ramirez,146.3464935,1
Elizabeth,Griffith,205.7783782,1
Kristin,Clay,260.3474682,1
Joseph,White,65.20753493,0
Marissa,Holmes,59.40240228,0
Michelle,Hamilton,91.62237167,0
Christopher,Alvarez,126.025264,1
Craig,Hogan,136.7126938,1
Melissa,Castillo,281.1608076,1
Maria,Williams,10.21292614,0
Vanessa,Thomas,20.58084145,0
Gary,Obrien,53.39582051,0
Melissa,Holt,252.2818438,1
Eric,Valenzuela,176.52775,1
Anthony,Hardy,4.902725495,0
Karen,Johnson,49.41029242,0
Richard,Hunt,249.7511997,1
Karen,Robertson,1.710967532,0
Adam,Jones,56.93252133,0
Jonathan,Fuller,14.71921636,0
Jason,Harris,151.4305855,1
Danielle,Hill,179.8454001,1
Seth,Freeman,224.5526336,1
Joseph,Davis,97.09676869,0
Sonya,Reyes,209.9855308,1
Michael,Castro,243.1786308,1
Jonathan,Collins,101.4620676,1
Eric,Hayes,279.9732949,1
Eric,Moore,77.4205876,0
Veronica,Estes,270.8232516,1
Timothy,Aguilar,133.1135532,1
Taylor,Hunt,138.2042127,1
Michael,Clarke,128.9532357,1
Cheryl,Morse,275.7612746,1
Jose,Page,184.058919,1
Matthew,Kramer,265.3917788,1
Regina,Barrera,185.2134145,1
Sean,George,53.76304189,0
Cody,Hernandez,180.9265991,1
Hunter,Smith,175.2181525,1
Andrea,Burke,256.3026305,1
Elizabeth,Patterson,290.1129725,1
Austin,Rhodes,158.1182472,1
Maurice,Thompson,224.1265422,1
Richard,Martinez,86.96423972,0
Brian,Hernandez,42.67025555,0
Samantha,Shields,149.8952175,1
Joseph,Walker,282.0494042,1
Tracy,Hernandez,215.0596081,1
Vicki,Fox,41.51250582,0
Louis,Campos,277.9062585,1
Justin,Scott,208.0660064,1
Megan,Vaughn,289.9564106,1
Mary,Hughes,15.21373926,0
Anita,Fleming,58.24742383,0
Alyssa,Melendez,273.6593194,1
Joshua,Foster DDS,253.4093833,1
Lisa,Smith,203.9611381,1
Kathy,Lee,265.446304,1
Bethany,Park,233.6891667,1
Joshua,Butler,239.8213879,1
Danielle,Potter,204.5385362,1
Kenneth,Robinson,152.7840745,1
Eric,Pineda,111.0479315,1
James,Dorsey,68.90463624,0
Michael,Miller,129.6049475,1
Danielle,Martinez,45.94938674,0
Gary,Young,212.2982372,1
Lisa,Decker,275.7158848,1
Kayla,Randolph,232.8220215,1
Peggy,Thompson,124.4664752,1
Alex,Cooper,170.205336,1
Joanne,Wilson,229.6136723,1
Maria,Adams,141.7128665,1
Julie,Horton,276.5816247,1
Jeffrey,Galvan,210.5061915,1
Christopher,Johnson,268.63027,1
Jennifer,Arias,59.59468056,0
Jocelyn,Bell,84.95454821,0
Eric,Brown,133.4007225,1
Devon,Wright,29.21576875,0
Rodney,Robles,158.9838923,1
Kara,Austin,271.4672561,1
Jeffrey,Tanner,203.7433126,1
Shaun,Nunez,153.1987664,1
Daniel,Mccall,143.271503,1
Frank,Owen,233.2015374,1
Beth,Johnson,128.7923576,1
Joshua,Clark,190.9113668,1
Gary,Jones,52.3166247,0
Nancy,Brown,115.9584052,1
Megan,Roach,18.68239346,0
Lucas,Ross,221.1269463,1
Jerry,Tucker,29.95199198,0
Timothy,Robles,76.08225475,0
Christopher,Goodwin,78.12233209,0
Philip,Wilson,22.8431316,0
Carrie,Davis,295.0481315,1
Michael,Daniel,229.951577,1
Bryan,Valenzuela,236.1493796,1
Robin,Garner,79.14737521,0
Angel,Thompson,284.7302014,1
Christopher,Morgan,216.0131402,1
Brittany,Walker,163.1107737,1
Shelby,Mann,110.9021852,1
Jodi,Wells,44.01734436,0
Terri,Gibson,92.36081224,0
Vanessa,Hernandez,105.2534499,1
Maria,Russell,114.1452708,1
Stacy,Moses,126.6504703,1
Amanda,Schneider,288.471694,1
Catherine,Lopez,182.0171244,1
Amanda,White,12.31889758,0
Karina,Spencer,128.1490023,1
Deborah,Warren,139.7675022,1
Erica,Dixon,168.6031566,1
Barbara,Gray,140.7466665,1
Deanna,Watson,264.5411986,1
Michael,Cox,136.7864833,1
Amy,Myers,92.16016851,0
Patrick,Hunter,170.4134515,1
Marvin,Murphy,212.4152504,1
Janice,Graves,223.7037682,1
Brooke,Pierce,171.9383085,1
Adam,Wells,280.2602417,1
Amanda,Atkins,283.4268495,1
Gary,Ruiz,132.504823,1
Tina,Wallace,72.91326395,0
Casey,Oconnell,16.79606077,0
Nancy,Mendoza,281.3890295,1
Luis,Nguyen,34.19827441,0
William,Graves,111.5016422,1
Sean,Brennan,269.2286668,1
Matthew,Sellers,53.50349547,0
Dorothy,Bradley,199.459603,1
Haley,Flores,252.2914062,1
Melissa,Johnson,32.70467677,0
Samuel,Tran,199.8864146,1
Amanda,Patterson,49.03325819,0
Albert,Roach,183.3743011,1
Jamie,Huffman,36.83993962,0
James,Hamilton,265.6302103,1
Joseph,Bird,18.06044758,0
Sarah,Contreras,141.4141417,1
Joshua,House,65.77031576,0
Tamara,Molina,255.2535664,1
Max,Maxwell,240.0443014,1
Jason,Daniels,269.6365982,1
Jordan,Coleman,250.0974184,1
Jasmine,Jones,33.93281405,0
Jessica,Garcia,231.8803086,1
Aaron,George,138.812708,1
Chelsey,Anderson,41.35053236,0
Rebecca,Perez,146.2313884,1
Duane,Thompson,75.06433497,0
Curtis,Clayton,138.0563371,1
George,Gonzalez,221.5737986,1
Casey,Ford,94.18806784,0
Margaret,Johnston,61.24599434,0
Eric,Mcclure,238.8775355,1
Nathan,Taylor,4.820334075,0
Kayla,Parker,222.3600766,1
Doris,Obrien,206.9493221,1
Brooke,Taylor,34.74615015,0
Kathryn,Garrett,266.1885038,1
John,Cruz,205.1406652,1
Christina,Cannon,98.5941474,0
Susan,Lewis,269.3323662,1
Pamela,Sanchez,193.7780783,1
Stacey,Wiley DDS,200.3904296,1
Melissa,Johnson DDS,201.4509484,1
Lori,Morris,38.0476094,0
Daniel,Soto,225.1621402,1
Karl,Davis,92.08925112,0
Lisa,Graves,122.8564118,1
Eric,Ray,178.344085,1
Mark,Garcia,229.2470277,1
Allison,Alvarez,275.3024614,1
Rachel,Williams,44.81715456,0
Linda,Mitchell,47.44468727,0
David,Shelton,158.7084813,1
Vanessa,Long,121.744973,1
Misty,Martin,176.9310069,1
Daniel,Gregory,132.8910493,1
Mitchell,Jones,253.9716803,1
Dawn,Scott,246.036131,1
Emily,Horn,287.4666523,1
Catherine,George,14.61491995,0
Hunter,Carlson,218.0977601,1
Thomas,Baldwin,275.4145594,1
Amy,Sellers,91.87350268,0
Alicia,Clark,241.5859155,1
Sara,Lewis,158.863849,1
Ashley,Lopez,77.89293291,0
Terry,Alvarado,161.9498178,1
Danielle,Sandoval,83.13645641,0
Jesse,Jones,214.8029616,1
Lisa,Hess,133.2037916,1
Christina,Mason,284.4863867,1
Mary,Bell,32.08889594,0
Martin,Ramirez,1.10921244,0
Stacy,Smith,161.8260635,1
Carla,Rodriguez,113.1454481,1
Johnny,Stout,134.002236,1
Jennifer,Rodriguez,256.0154481,1
Michelle,Thompson,196.6754605,1
Lisa,Lyons,148.9559785,1
Michael,Coleman,262.2090763,1
Lindsey,Williams,99.95620763,0
Karen,Hoffman,186.1046153,1
Jenny,Jones,189.5577104,1
Steven,Knight,282.995761,1
Michael,Franklin,116.8742571,1
Mason,Ross DDS,235.5549236,1
Terry,Levine,151.5220714,1
Catherine,Fletcher,36.59268024,0
Deanna,Jones,196.9406069,1
Christopher,Mitchell,22.42047146,0
John,Owens,191.4434257,1
Stephanie,Davis,287.1991494,1
Joseph,Ford,264.9354841,1
Matthew,Russell,141.2492947,1
Danielle,Burke,75.90363417,0
Stephanie,Cunningham,220.9939809,1
Brian,Proctor,263.6358197,1
Michael,Swanson,291.5713603,1
Daniel,Santos,49.26348169,0
April,Hoffman,203.4855796,1
Stephanie,Thomas,249.666722,1
Brianna,Garcia,183.3322335,1
Shannon,Berger,125.2597844,1
Kathleen,Mays,238.1656066,1
Michelle,Park,150.4001203,1
Laura,Reynolds,20.08924577,0
Ashley,Kaiser,218.399504,1
Reginald,Owens,46.55328685,0
Michael,Conway,84.09316114,0
Sheila,Pham,5.713231688,0
Christie,Smith,70.21735457,0
Allison,Carroll,27.65684629,0
Donna,Perez,187.3279401,1
Sierra,Richmond,299.4492042,1
Steven,Wallace,173.0025685,1
Jeremy,Thompson,106.6102612,1
Jennifer,Mccormick,142.7564741,1
Eric,Garcia,27.56450393,0
Matthew,Beasley,248.9927372,1
Jason,Robinson,249.4550365,1
Vicki,Espinoza,285.9638855,1
Steven,Snyder,182.0351514,1
Michelle,Randolph,70.72106315,0
Michelle,Francis,10.01541777,0
Steven,Baker,293.7505039,1
Zachary,Johnson,36.97003142,0
Marc,Velasquez,174.3901749,1
John,Carr,50.11746076,0
Kimberly,Castillo,243.873678,1
Jay,Lopez,286.8001088,1
Amanda,Bridges,81.85722081,0
Jessica,Swanson,60.96199005,0
Jose,Gonzalez,77.84428182,0
Teresa,Wright DVM,67.20289619,0
Michael,Gutierrez,185.8465011,1
Hannah,Marshall,251.8797929,1
Janice,Davis,290.3767318,1
Jessica,Crawford,254.2161442,1
Brian,Bean,293.1768543,1
Edward,Perez,217.694778,1
Adam,Miller,49.28081579,0
Veronica,Gray,140.9945255,1
Linda,Turner,238.5612942,1
Debra,Roberts,69.38949206,0
David,Sampson,77.05304682,0
Sarah,Cochran,138.6132102,1
Regina,Holland,151.2011694,1
Mario,Ortiz,27.08442817,0
Maria,Gonzalez,164.6440389,1
Albert,Perez,163.1980752,1
Daisy,Mccarthy,87.96439172,0
Anna,Leonard,75.54719134,0
Catherine,Mosley,188.3490593,1
April,Miranda,82.64651651,0
Michael,Walker,288.9294858,1
Abigail,Lam,255.3722151,1
Alan,Graham,92.78682106,0
Jennifer,Diaz,77.85479921,0
Sean,Rogers,186.3926468,1
Anthony,Jackson,200.012596,1
William,Taylor,117.9694277,1
Richard,Robinson,200.9108703,1
Nicholas,Barnes,219.4003858,1
Brittany,Austin,233.7352503,1
Robin,Schmidt,96.69826813,0
Kendra,Monroe,226.0007767,1
Nancy,Grant,23.79829866,0
Nicole,Grant,155.9845125,1
Courtney,Thompson,52.85276041,0
Jeanette,Washington,291.525558,1
James,Yates,224.8736142,1
Justin,Knox MD,115.9751733,1
Melissa,Thompson,200.8616238,1
Steven,Lee,140.357855,1
Allison,Fisher,231.493857,1
Mark,Phillips,197.2517291,1
Elijah,Harrison,151.5804694,1
Paul,Farley,9.419976358,0
Jennifer,Cole,47.39545601,0
Michael,Tucker,146.7478801,1
David,Steele,276.1640965,1
Monica,Hodges,203.3130423,1
Scott,Wallace,23.24585982,0
Antonio,Paul DDS,93.39602908,0
Melissa,Wright,68.62696415,0
Stephanie,Price,27.22765203,0
Denise,Kennedy,233.4665428,1
Melissa,Walsh,177.8587959,1
Leslie,Spence,156.2011959,1
Rachel,Walker,144.4395327,1
Donald,Horn,13.06347134,0
Christopher,Rojas,94.08806986,0
Robert,Crawford,216.6530778,1
Larry,Brown,174.1807324,1
Becky,Swanson,245.854615,1
Gary,Howard,25.93975342,0
Christopher,Marks,111.8467919,1
Bonnie,Alexander,136.6295853,1
Brandon,Stevens,77.20691708,0
Lori,Guerra,99.72772588,0
Michele,Alvarado,243.9872024,1
Christine,Lee,8.809339101,0
Jamie,Fry,159.7067216,1
Christopher,Perez,102.943584,1
Matthew,Carter,194.2873257,1
Jason,Hunter,78.76406316,0
Tyler,Henry,186.9624462,1
Tiffany,Harris,17.69659156,0
Matthew,Young MD,39.12254966,0
Juan,Brewer,152.9624792,1
Mark,Riggs,44.1758436,0
Brittany,Stewart,273.5307309,1
Terry,Davis,271.779368,1
Jessica,Oneill,157.5131207,1
Kimberly,Ortiz,55.25093947,0
Zoe,Walls,248.8666069,1
Sara,Wallace,155.8794176,1
Nicole,Jenkins,291.5121227,1
Austin,Kelly,85.87572125,0
Sarah,Knox,169.1586193,1
Alison,Carroll,115.3401313,1
Robert,Buchanan,163.3260388,1
Penny,Wilson,178.7969799,1
Leslie,Perez,77.95375736,0
Brittney,Marquez,149.1772445,1
Andrew,Bird,265.9158101,1
Maria,Hughes,12.57040265,0
Clayton,Williams,31.850547,0
Mary,Pittman,92.02540242,0
James,Garner,81.96609867,0
Randy,Middleton,117.0928987,1
Alexis,Gardner,83.35923458,0
Laurie,Garner,145.0603215,1
Danny,Bush,111.9976845,1
Joseph,Smith,291.0800293,1
Edgar,Armstrong,185.9187088,1
Samantha,Scott,97.8742131,0
Troy,Coleman,74.57492247,0
Brian,Young,130.9974595,1
Timothy,Perez,113.6574668,1
Sierra,Nguyen,110.8481766,1
Cynthia,Murphy,296.0078137,1
Julie,Diaz,269.4894015,1
Andrew,Silva,46.15639765,0
Gary,Costa,287.0365933,1
Jasmine,Berg,127.1426355,1
Glenda,Brown,85.60391824,0
Jonathan,Boone,172.4624408,1
Cynthia,Jimenez,51.80996198,0
Cynthia,Morgan,283.3294115,1
Dwayne,Browning,14.24525264,0
Brittany,Lewis,150.9075783,1
Zachary,Johnson,139.6464165,1
Kayla,Wilson,48.84395071,0
Andrew,Doyle,245.0864465,1
Jennifer,Parks,12.79843948,0
Daniel,Phelps MD,176.735085,1
Lindsey,Quinn,57.57356582,0
Brian,Walker,34.96349578,0
Bradley,Curry,104.0291615,1
Roy,Cohen,148.4924569,1
David,Black,148.4850266,1
Julie,Gonzales,275.8513843,1
Paula,Williams,190.6605351,1
James,Clark,117.5715047,1
Christopher,Robinson,14.26584056,0
William,Carr,85.40738917,0
Todd,Dunlap,38.32006005,0
Kimberly,Morales,206.4438618,1
Jesse,Welch DDS,267.5034898,1
Laura,Leblanc,205.9617908,1
Susan,Parker,7.389760853,0
Laurie,Harris,229.6976024,1
Natalie,Lawrence,86.76833663,0
Kara,Hanson,275.4377145,1
Joseph,Walker,135.4741342,1
Gregory,Davis,155.6667394,1
Paul,Erickson,192.4996457,1
Preston,Holmes,36.86205402,0
Joy,Buck,40.94451902,0
Brian,Sherman,279.4530254,1
Brandon,Davis,17.82461557,0
Patricia,Hamilton,63.2328385,0
Shawn,Garcia,227.491116,1
William,Stone,48.99103482,0
Brian,Cunningham,294.7646142,1
Shawn,Norman,113.8520429,1
Evan,Ibarra,32.32820193,0
Logan,Porter,157.574472,1
Kerry,Gibson,216.9486908,1
Christine,Parsons,232.117075,1
Erica,Chung,204.1409177,1
Alan,Collins,29.58632408,0
John,Robinson,60.37353075,0
Monique,Santos,82.08256587,0
Nicole,Mason,190.2387349,1
Michael,Knight,238.7576833,1
John,Bishop,18.29168554,0
Christopher,Odom,282.9931871,1
Michael,Walker,149.8428493,1
Crystal,Wall,187.5868027,1
Christian,Ramirez,258.4106206,1
Kevin,Rowland,185.6410425,1
Candice,Mcintosh,266.2706673,1
Leslie,Hoffman,282.0595113,1
James,Johnson,263.3739193,1
Jennifer,Shepherd,183.9723914,1
Susan,Tucker,187.4994162,1
Michele,Harvey,271.0984188,1
Teresa,Collins,186.971541,1
Jonathan,Leblanc,128.2066648,1
Stephanie,Morgan,209.8417398,1
Michael,Duran,67.48301306,0
Daniel,Cannon,193.3728586,1
Kayla,Butler,157.4052214,1
Jimmy,Harrell,162.6953645,1
Jeffery,Fuentes,32.984417,0
Lucas,Rivera,280.9708055,1
Mark,Le,197.9575702,1
Taylor,Myers,92.37292177,0
Robert,Berger,41.58251872,0
Victor,White,71.28349376,0
Caroline,Powell,59.57791041,0
Erica,Austin,225.3624114,1
Douglas,Henry,260.1867786,1
Monica,Miller,45.66425505,0
Kimberly,Martin,42.84980233,0
Felicia,Larson,184.2056338,1
Cassandra,Frazier,19.26672707,0
Heather,Phelps,119.0145624,1
John,Hart,181.2802443,1
Meredith,Moore,84.42598279,0
Isabel,Pratt,24.78342559,0
Misty,Martin,269.9902036,1
Jessica,Richards,64.72664573,0
Margaret,Campbell,174.2986324,1
Michael,Frazier,47.5799292,0
Michael,Sharp,115.6658502,1
Cindy,Pena,152.2234362,1
Jacob,Dominguez,153.4779672,1
Cody,Scott,66.56588387,0
Nicole,Coffey,118.1952751,1
Crystal,Snyder,155.4661092,1
Matthew,Love,285.0975409,1
Marcus,Ortega,188.1094588,1
Jason,Jackson,99.20589923,0
Daniel,Ramos,58.31985367,0
Raymond,Wilson,200.3855625,1
Lindsey,Garcia,170.9951265,1
Donna,Orr,40.46338096,0
Wendy,Horn,5.929938406,0
Mario,Mclaughlin,90.33380664,0
Benjamin,Barron,20.67124478,0
Mark,Moss,33.79532722,0
Travis,Garza,82.87258331,0
George,Lopez,0.942247688,0
Gabriel,Barnes,69.59826205,0
Daniel,Johnson,214.52403,1
Mitchell,Davis,158.7827112,1
Mark,White,56.21176867,0
Michael,Foster,115.2422325,1
Pamela,Solis,66.64708198,0
Maxwell,Frost,0.006023502,0
Chad,Jones,67.87794806,0
Don,Mcdaniel,228.5918739,1
Lisa,Morrison,73.99054689,0
Jeffrey,Clark,239.4386554,1
Melissa,Santiago,128.2616391,1
Jason,Adams,21.57128968,0
Wendy,Myers,263.6809245,1
Norman,Wade,99.62709317,0
Roberto,Brown,215.0393467,1
Casey,Wright,280.2032307,1
Juan,Rivera,91.13816713,0
Terry,Gallegos,268.5844733,1
Timothy,Jones,153.2228831,1
Sarah,Crawford,230.5178921,1
Christopher,Hammond,263.0958332,1
Ashley,Cantu,285.4035791,1
Mathew,Harris,46.60501825,0
David,Williams,193.4019531,1
Catherine,Novak,184.8954159,1
Jonathan,Cobb,42.21066367,0
Elizabeth,Alexander,98.44514553,0
Michelle,Fisher,77.16597054,0
David,Griffith,180.0253758,1
Suzanne,Murray,178.4727015,1
Antonio,Beasley,28.09527269,0
Terry,Hobbs,216.5892977,1
Kathleen,Chan,211.1899937,1
Audrey,Adkins,285.6616197,1
Jonathan,Patel,148.8803996,1
Micheal,Baker,134.5542406,1
Brandon,Stein,164.6600325,1
Annette,Douglas,10.02846956,0
Jeffery,Webb,269.1493543,1
Michael,Miller,200.0992596,1
Cassandra,Mcintyre,127.0227848,1
Brittany,Allen,215.7370745,1
Erin,Robinson,79.41903827,0
Anthony,Sims,77.62412955,0
Craig,Jones,51.50213971,0
Annette,Peterson,228.6450015,1
Victor,Reed,45.41500465,0
Nathan,Love,84.66811649,0
William,Chavez,17.55060564,0
Patrick,Kennedy,203.3891368,1
Andrea,Jones,246.2089544,1
Michele,Mathews,59.39395122,0
Yolanda,Romero,155.2585808,1
Abigail,Beck,26.82615918,0
Christopher,Hughes,261.934458,1
Kristina,Gutierrez,293.9955524,1
Cristina,Cervantes,145.7719613,1
Victor,Johnson,32.81941552,0
Lauren,Page,111.9234731,1
Charles,Orozco,65.25318711,0
Andrea,Bowen,30.27521428,0
Caleb,Smith,213.5434658,1
Christine,Bradford,291.8448556,1
Pamela,Lee,128.3788861,1
Ronald,Steele,287.8604109,1
Tami,Lynch,123.3850543,1
Thomas,Glenn,124.1799535,1
Melinda,Aguilar,267.4989809,1
Martin,Harris,1.752357195,0
Karen,Hunter,139.0751757,1
Donald,Leon,66.84670418,0
Frances,Lewis,5.522938102,0
Cesar,Jackson,182.3282967,1
Carla,Green,69.4092923,0
Angela,Le,167.3410828,1
Maria,Bryant,66.38307671,0
David,Cisneros,67.6363251,0
Amanda,Henderson DVM,6.139394348,0
Anthony,Choi,299.6261389,1
Ricardo,Barnes,68.20083729,0
Ashley,Davis,125.0057838,1
Patricia,Maxwell,254.0100376,1
Michael,Miller,52.69843399,0
Carla,Carter,191.6978083,1
Rachael,Oliver,268.245856,1
Donald,Gardner,70.51295454,0
Brad,Garcia,227.6456093,1
Megan,Smith,5.820828256,0
Anthony,Torres,214.6144194,1
Karen,Smith,201.4517221,1
Teresa,Robinson,68.36915651,0
Gregory,Morris,58.53092312,0
Lisa,Holmes,17.99530629,0
Lisa,Navarro,97.51500773,0
Sabrina,Michael,243.4277732,1
Susan,Matthews,200.4123061,1
John,Kim,51.5370261,0
Sara,Sutton,189.5221667,1
Jeremy,Glover,278.9105668,1
William,Carter,23.2168065,0
Krystal,Cortez,56.11154916,0
Spencer,Mccarthy,279.59954,1
Troy,Gardner,104.5532918,1
Peter,Flores,74.41065758,0
Angela,Shelton,146.4098961,1
John,Burgess,108.6373043,1
Aaron,Cook,184.4642876,1
Lisa,Dennis,211.3784263,1
Brenda,Navarro,298.8288141,1
Kayla,Hall,9.281220883,0
Katelyn,Conner,40.76078965,0
Alexandra,Bell,143.3930959,1
Ann,Wilson,225.5158007,1
Colleen,Snow,263.6734719,1
Lisa,Pham,189.8902208,1
Scott,Taylor,247.3829686,1
Donald,Wood,210.8807336,1
Dawn,Salas,143.5431985,1
Aimee,Wilson,130.9109037,1
Dana,Reyes,163.0410422,1
Zoe,Robinson,154.7020471,1
Bradley,Ryan,5.450063924,0
Katherine,Hopkins,82.65015724,0
Brandon,Cervantes,288.2269863,1
Lisa,French,178.2685547,1
Justin,Johnson,29.62228179,0
Amanda,Johns,126.1294179,1
Ryan,Shea,97.27702498,0
Kyle,Hart,189.1208858,1
Kari,Jones,155.7406302,1
Matthew,White,264.0155109,1
Leah,King,26.05865282,0
Katherine,Bowers,102.6925911,1
Emily,Gonzalez,115.5333546,1
Dylan,Williamson,192.1510027,1
Matthew,Jordan,231.3469853,1
Corey,Williams,282.7309243,1
Deanna,Braun,99.44804527,0
Thomas,Harrell,184.4071906,1
Ronald,Schmidt,88.63393734,0
Thomas,Johnson,113.6281602,1
Angela,Lopez,6.367848541,0
Tina,Moore DDS,25.28908649,0
Ashley,Scott,30.48874849,0
Michelle,Higgins,142.4860124,1
Cynthia,Buck,280.1626254,1
Sandra,Baker,169.9576392,1
Amanda,Rivers,45.07753957,0
Amy,Cameron,240.8597059,1
John,Wood,172.4028299,1
Robert,Gonzalez,116.3387688,1
Kevin,White,122.7698804,1
Douglas,Martinez,68.86292703,0
Cynthia,Wright,212.2051744,1
Mike,Burton,156.6284971,1
Kelly,Suarez,103.3521319,1
Carla,Anderson,176.7812897,1
Crystal,Ewing,76.54600803,0
Rebekah,Brown,248.6881708,1
David,Love,214.9826231,1
Katie,Beltran,58.33327125,0
Charles,Collins,82.98169237,0
Timothy,Long,57.81080932,0
Kyle,Castro,257.8598271,1
Charles,Atkinson,201.2519498,1
Gregg,Robles,243.9415433,1
Joseph,Dodson,231.7140953,1
Richard,Morris,205.6853551,1
Joshua,Jones,51.99516227,0
Kathryn,Ray,297.680077,1
David,Barber,265.7787889,1
Ashley,Montgomery,91.98527468,0
Erin,Torres,162.2600567,1
Theodore,Perry,54.28283978,0
Christopher,Dixon,151.5542565,1
Michael,Lee,222.5983255,1
Brittany,Brandt,48.31482285,0
Rebecca,Pena,40.5042865,0
Harold,Harris,30.28051132,0
Alan,Smith,136.7173873,1
Lynn,Petersen,119.288704,1
Alex,Williams,125.2351462,1
Maria,Johnson,140.6180002,1
Teresa,Ramirez,68.89411817,0
Jessica,Williams,211.2927337,1
Eric,Stokes,141.4352496,1
Sarah,Young,165.8898062,1
Nicholas,Hinton,175.5324232,1
David,Merritt,22.80591247,0
Brandy,Murray,118.5845901,1
Melissa,Lewis,263.6012569,1
Adam,Johnson,229.0701726,1
Austin,Roberts,40.1212007,0
Ashley,Smith,115.872854,1
Kimberly,Wheeler,286.1048132,1
Sherry,Coffey,136.3706913,1
Gabriel,Luna,218.2138474,1
Pedro,Warren,264.3412226,1
Shannon,Hill,105.9989784,1
Sydney,Michael,207.9367705,1
Michael,Jordan,29.86397986,0
Douglas,Taylor,131.1591051,1
John,French,76.02496714,0
Thomas,Mueller,172.5074853,1
Gina,George,297.4892429,1
Terri,Solis,198.9565116,1
Pamela,Brown,157.6790093,1
Stacy,Hunter,1.245616373,0
Tracy,Potter,200.4398125,1
Melissa,Clark,169.3693556,1
Melanie,Wood,220.5903602,1
Alexander,Cook,50.63488972,0
Susan,Mitchell,23.27699619,0
Lisa,Johnson,185.2114604,1
Paul,Bender,194.7100905,1
Jennifer,Chase,131.0536279,1
Jennifer,Bridges,115.2349524,1
George,Mejia,272.4807622,1
Amanda,Baker,19.97575403,0
Chad,Lowery,298.9512803,1
Jordan,Barnes,274.3749866,1
Dawn,Williams,170.5174558,1
