first_name,last_name,price,above_100
Lori,Sanchez,285.6616405,1
Allison,Chavez,126.850211,1
Marcus,Adams,36.47040894,0
Mary,Smith,16.31507197,0
Joseph,Reed,178.4576742,1
Jason,Armstrong,26.04525746,0
Jeff,Armstrong,88.47561284,0
Sean,Shields,247.8395255,1
Jessica,Allison,104.742308,1
Christian,Grant,99.11707917,0
Edward,Watson,180.3535589,1
Derrick,Cooke,142.090116,1
Arthur,Hall MD,235.9669749,1
Sean,Patrick,139.4507994,1
Heather,Collins,127.3925734,1
Megan,Gomez,107.8624451,1
William,Hale,114.6709254,1
Olivia,Thompson,8.608441014,0
Lori,Torres,18.85827433,0
Vickie,Hernandez,214.9321807,1
Kimberly,Brown,40.3199327,0
Sherry,Meza,182.8545499,1
Phillip,Hansen,44.11611704,0
Jeanette,Knight,28.68694329,0
Kayla,Hanson,27.63036397,0
James,Johnston,284.4290554,1
John,Porter,53.72799274,0
Elizabeth,Reyes,93.68075684,0
Kristen,Henry,77.00624357,0
Claudia,Anderson,160.3401593,1
Nicholas,Webb,18.71038619,0
Allison,Cooper,206.0421068,1
Zachary,Barnes,280.7741315,1
Gregory,Hill III,265.9765808,1
Terry,Ayers,16.51163899,0
Jessica,Wilson,290.4095461,1
Daniel,Frazier,190.3291917,1
Brian,Welch,218.2505083,1
Carol,Chavez,123.1834427,1
Ethan,Mcdonald,214.3503174,1
Gerald,Martinez,57.54786356,0
Eric,King,59.87926423,0
Sylvia,Walters,110.9463132,1
Jonathan,Lane,64.46710142,0
Matthew,Turner,180.2628702,1
Jeffrey,Bauer,30.51584181,0
Jessica,Shaffer,54.90193651,0
Chris,Spencer,251.3752831,1
Mary,Clarke,236.0529879,1
Timothy,Mendoza,105.9834816,1
Alicia,Hoffman,182.343699,1
Joseph,Gardner,144.8091344,1
Rachael,Rangel,297.9496406,1
Jeffrey,Harrington,194.2716338,1
Sophia,Randolph,158.543126,1
Debbie,Freeman,275.8719167,1
Matthew,Braun,201.7749657,1
Sheri,Hudson,268.3748402,1
Mary,King,204.0785754,1
Beth,Davis,155.0680648,1
Margaret,Castillo,193.9063244,1
Tommy,Sandoval,172.283041,1
Christopher,Hines,46.55435299,0
Richard,Wright,208.3596969,1
Michael,Brown,278.5230886,1
Nathan,Yu,134.1895098,1
Cameron,Ford,248.8921382,1
Carla,Hayes,265.3745759,1
Marissa,Matthews,136.0925777,1
Samuel,Thompson,237.1592416,1
Gary,Figueroa,168.9447684,1
Michael,West,146.8886849,1
Martin,Walton,140.3400576,1
Zachary,Lee,8.667301583,0
Christopher,Stephenson,67.01185633,0
Eric,Ortiz,117.7242458,1
Kara,Pittman,56.23964364,0
Andrew,Cowan,295.9391812,1
Rhonda,Moss DDS,259.0397505,1
Sarah,Williams,92.82627714,0
Carolyn,Collins,236.2472888,1
Larry,Mooney,135.2701794,1
Laura,Livingston,294.2580699,1
Candace,Mckenzie,84.58145758,0
Candace,Wallace,124.7464543,1
Jason,White,218.4318041,1
Patricia,Reynolds,89.01176826,0
Michael,Ellison,244.4717106,1
Melissa,Robles,238.4560967,1
Heidi,Fry,109.6264717,1
James,Smith,163.9573856,1
Charles,Ruiz,48.45811847,0
Stephanie,Green DDS,9.144974191,0
Stacey,Garcia,106.6192039,1
Glenda,Burke,206.3635063,1
Zachary,Alvarez,104.052369,1
Rachel,Shaw,2.448211506,0
Carmen,Beard,269.623685,1
Tony,Daniels,186.9035775,1
Randy,Mora,70.74105982,0
George,Aguirre,128.9497508,1
James,Miller,297.0405639,1
Jacqueline,Williams,17.30622156,0
April,Taylor,121.2898903,1
Robert,Johnson,131.6237779,1
Gary,White,280.9706506,1
Kim,Lowe,192.7758756,1
Samantha,Jones,136.3415564,1
Randy,Lozano,16.30104965,0
Arthur,Chavez,6.903795238,0
Melissa,Miller,162.6066945,1
Leslie,Mccormick,282.5021066,1
Carlos,Rubio,63.21802404,0
David,York,86.53219266,0
Gabriella,Anthony,7.638645405,0
Olivia,Poole,117.854172,1
Wayne,Wilson,74.67047228,0
Elizabeth,Moore,267.3988136,1
Janice,Campbell,33.4533981,0
Julie,Johnson,63.64156782,0
Misty,Cantrell,189.0392091,1
Robert,Soto,109.0138357,1
Brenda,Cowan,60.84957659,0
Kelly,Guerrero,259.5112157,1
David,Nichols,19.48524858,0
Kayla,Taylor,186.2356283,1
Antonio,Garcia,125.4772126,1
Tyler,Cisneros,186.5898295,1
Jillian,Crawford,158.8172773,1
Karl,Pierce,132.7746811,1
Joann,Taylor,276.9621962,1
Jennifer,Jenkins,59.12858208,0
Nancy,Brown,78.87073418,0
Emma,Munoz,120.8428757,1
Shawn,Galloway,141.0298622,1
Melissa,Mcguire,213.0821204,1
Bryan,Chavez,125.396156,1
Fernando,Salazar,256.1537305,1
Megan,Moore,251.3477985,1
Robert,Williams,175.209725,1
Dennis,Sanford,29.45043264,0
Kimberly,Herrera,154.8076505,1
Gloria,Potts,289.1049353,1
Suzanne,Barnett,8.470995351,0
Leah,Myers,44.5579739,0
Kylie,Thomas,13.45341602,0
Amanda,Murphy,50.55321552,0
Christopher,Matthews,282.3634971,1
Nicole,Parks,52.28399767,0
Bobby,Martin,205.4899695,1
Kevin,Chambers,121.1711016,1
Kimberly,Lawson,250.2880742,1
Rachel,Lopez,101.8881123,1
Christopher,Clay,219.3845088,1
Daniel,Martin,0.30019336,0
William,Taylor,66.55747014,0
Steven,Johnson,111.293282,1
Daniel,Miller,80.57756789,0
Taylor,Bryant,187.6315408,1
Lauren,Jones,194.7926312,1
Lindsey,Robertson,22.73764686,0
Allison,Thomas,168.3334975,1
Vernon,Bishop,216.1870446,1
Susan,Parsons,132.918526,1
Brady,Snyder,210.3960863,1
Brent,Mcgrath,174.6983567,1
Peter,Smith,278.6080181,1
Deborah,Fox,248.1228234,1
Heather,Collins,147.4274074,1
Phillip,Meyers,102.7977472,1
Nicholas,Hubbard,275.4008364,1
Misty,Ramirez,62.31681444,0
Scott,Johnson,85.87388958,0
Jay,Nixon,253.4674787,1
Tony,Hall,61.19716522,0
Taylor,Smith,41.49264584,0
Mark,Reynolds,70.49794436,0
Marilyn,Christensen,155.4854533,1
Denise,Atkins,185.451601,1
Melissa,Gonzales,228.0025997,1
Henry,Hoffman,229.6628876,1
Daisy,Davenport,59.52753518,0
Christopher,Paul,122.7131699,1
Kevin,Craig,148.2010516,1
Natalie,Coleman,122.1440452,1
Jeremy,Strickland,130.8435662,1
Gary,Bonilla,162.6152534,1
Amanda,Richards,236.5957164,1
Heidi,Perez,245.1757228,1
Robert,Johnson,174.6922346,1
Gary,Mills,183.8363212,1
Chelsea,Caldwell,16.12083718,0
John,Frye,223.2774175,1
Michael,Strong,220.4122322,1
Christopher,Delgado,85.78279752,0
Whitney,Wallace,253.4556183,1
Rebecca,Martinez,59.68320226,0
Marissa,Mccoy,116.9634653,1
Ricky,Kerr,38.99584409,0
Anna,Campbell,249.9213404,1
Marie,Walters,73.38808729,0
Robert,Martin,38.22288302,0
Marc,Davis,162.2802619,1
James,Dixon,159.3794328,1
Vicki,Ramirez,186.1602427,1
Krista,Campbell,161.2338436,1
Lauren,Patterson,170.2123273,1
Megan,Clark,290.2581556,1
Judy,Zimmerman,219.5888255,1
Joseph,Williams MD,210.7841859,1
Lori,Acevedo,210.6602899,1
William,Taylor,275.6331763,1
Dawn,Snyder,248.9840417,1
Jennifer,Simmons,80.68353707,0
Alyssa,Nunez,163.8009002,1
Robert,Black,63.92800482,0
Julia,Young,239.2396683,1
Melinda,Barnes,227.2506352,1
Brett,Armstrong,154.1341836,1
Erik,Stevenson,246.0040722,1
Daniel,George,34.80089308,0
Lindsey,Jones,197.7020395,1
Virginia,Lopez,227.4255915,1
Andrew,Brown,92.88318049,0
Donna,Lowery,264.8326094,1
Alexis,Andrade,6.313985183,0
Alyssa,Pierce,47.74032516,0
Tara,Johnson,38.26768696,0
Michael,Brady,162.0594322,1
James,Rhodes,51.92414009,0
Pamela,Scott,42.43333392,0
Martin,Ward,170.9498248,1
Kristina,Hernandez,107.6915718,1
Robert,Bush,87.18004191,0
Rebecca,Larson,214.3895725,1
Brittany,Watson,190.520018,1
Ryan,Ramirez,249.7287913,1
Edward,Burns,87.64996993,0
John,Prince,31.73842034,0
Ashley,Boyer,107.6625992,1
James,Dean,61.6954542,0
Natalie,Gordon,268.2800094,1
Ryan,Smith,136.207813,1
Stephen,Thompson,54.29639714,0
William,Delgado,96.25442517,0
Brian,Johnson,124.929208,1
James,Patel,216.6056429,1
Allen,Rogers,145.4342467,1
Aimee,Reyes,277.6656815,1
Susan,Williams,255.2153532,1
Edward,Griffin,108.6205222,1
Debra,Baker,296.5003089,1
Yvette,Kramer,279.9371174,1
Alyssa,Williams DVM,270.8972241,1
John,Cunningham,173.0242833,1
Dana,Gilbert,86.51917139,0
Stephen,Henry,146.1515578,1
Bradley,James,137.9824935,1
Melinda,Peters,16.83003044,0
Robert,Goodman,213.5423984,1
Leslie,Moore,195.9630799,1
Sarah,Gray,270.7947288,1
Amy,Haynes,258.5062773,1
Gary,Dean,184.425152,1
Jonathan,Duran,224.5361417,1
Elizabeth,Ruiz,124.6694495,1
Caitlin,Lewis,196.3598959,1
Micheal,Blackburn,10.44317525,0
Sheryl,Mccarthy,159.9519731,1
Lisa,Smith,150.9122679,1
Jared,Juarez,247.5606457,1
Brett,Castro,217.3328585,1
Jessica,Murray,175.3022184,1
Austin,Coffey,16.25913962,0
Shelly,Jacobs,3.856762052,0
Elizabeth,Logan,298.7423281,1
Cody,Anderson,128.0814967,1
Kayla,Wood,256.052876,1
Paul,Singh DDS,157.9636169,1
James,Mays,245.2433072,1
Thomas,Moore,244.5914982,1
Linda,Pacheco,299.604007,1
Jenny,Clark,66.32311808,0
Patrick,Guzman,223.4965981,1
Scott,Peters,229.487331,1
John,Stevenson,23.09927229,0
Kristina,Brooks,154.6805826,1
Nancy,Aguilar,63.38787527,0
Robert,Brown,132.7329536,1
Jessica,Williams,255.9581577,1
David,Brown,290.5944806,1
Dorothy,Munoz,242.56454,1
Jason,Lawson,76.09246622,0
James,Hall,167.9698314,1
Patricia,Carpenter,46.08147123,0
Jeff,Cardenas,64.36052627,0
Michelle,Johnson,19.18945036,0
Frank,Madden,17.34021424,0
George,Tanner,291.4292653,1
Dylan,Johnson,40.65328581,0
Pamela,King,282.4817647,1
Jesse,Frazier,95.66568525,0
Edward,Russell,103.2235913,1
Diana,Mcdonald,183.096436,1
Randy,Dawson,192.1441514,1
Jasmine,Williams,286.1692336,1
Robert,Smith,124.219007,1
Sara,Young,183.9944858,1
Samantha,Gonzalez,205.5899257,1
Christina,Torres,286.2681619,1
Maria,Bailey,141.9076294,1
Charles,Bartlett,94.22658657,0
Natalie,Parker,238.0161589,1
Paula,Hernandez DDS,48.88381678,0
Jessica,Jenkins,14.94777896,0
Drew,Henson,223.0761309,1
Michael,Davis,17.98090899,0
Ian,Ramos,23.68465648,0
Anna,Wright,235.5824596,1
Ashley,Anderson,74.40865878,0
Jennifer,Wright,298.1278773,1
Nicole,Lopez,67.72888616,0
Tara,Ellis,21.92761435,0
Hannah,Elliott,42.35003061,0
Gavin,Rodriguez,116.3664242,1
Johnny,Jackson,291.5968901,1
Martin,Garrett,147.0670556,1
Terri,Hayes,167.3609673,1
Adam,Huang,260.8409357,1
Carolyn,Garner,104.4106535,1
Lisa,Lee,130.2202511,1
Rodney,Escobar,8.711600244,0
Michael,Johnson,144.5450063,1
Michelle,Carter DVM,55.94822858,0
John,Dunn,81.5436983,0
Terry,Pierce,297.8661824,1
David,Buck,258.7910904,1
Jennifer,Newman,149.3096363,1
Cynthia,Lee,246.5934196,1
Sylvia,Clark,299.5252351,1
Joseph,Taylor,86.08285036,0
Kathleen,Barton,37.4218087,0
Michael,Harris Jr.,52.86340979,0
Eric,Benson,172.1967218,1
Curtis,Butler,44.51322087,0
Brittany,Le,51.04878875,0
Jeremiah,Sims,101.161794,1
David,Davis,290.4227547,1
Tiffany,Bond,181.4895479,1
Patricia,Chen,61.60059465,0
William,Crawford,181.7603749,1
Christina,Roberts,29.28680092,0
Jerome,Scott,232.1441336,1
Jeffery,Walker,272.0840276,1
Todd,Alvarez,212.1733632,1
John,Henry,223.9911858,1
James,Miles,156.3675778,1
Michael,Downs,31.19720611,0
Kayla,Wheeler,6.095911005,0
Charles,Martin,161.2752287,1
Harold,Bennett,135.042355,1
Michael,Swanson,200.3923528,1
Janet,Mcdonald,79.80353707,0
Brett,Willis,244.4064115,1
Jacob,Smith,27.92322882,0
Alexa,Webb,167.5688585,1
Louis,Klein,40.12200004,0
Tony,Yu,15.74238645,0
Lisa,Goodman,121.0784096,1
Kimberly,Hernandez,36.97352302,0
Phillip,Friedman,145.8418308,1
Brian,Lam,2.900394487,0
Kristin,Wilkins,251.8510287,1
Joshua,Lynch,188.878111,1
Blake,Mclaughlin,276.6512157,1
Billy,Olsen,10.00480704,0
Shawn,Brock,179.6158086,1
Danielle,Jones,222.6952076,1
Jim,Gomez,60.12919733,0
Sabrina,Henderson,178.7453853,1
David,Pennington,245.3184012,1
Deborah,Williams,137.015971,1
Stephanie,Bowman,227.0047204,1
Joseph,Frazier,176.4533023,1
Ryan,Mclaughlin,249.864376,1
Tony,Hall,135.8550959,1
Timothy,Martin,289.2653637,1
John,Obrien,261.8481216,1
Barbara,Johnson,53.80589508,0
Brandon,Marshall,139.8477827,1
Carrie,Miller,11.55550873,0
Samantha,Dean,261.6193407,1
Jamie,Wilson,87.74932378,0
Carlos,Acosta,236.6035296,1
Amy,Bennett,228.7494578,1
Dominique,Wells,116.6435954,1
Sarah,Bright,237.5160783,1
Michael,Barton,111.5883392,1
Rebecca,Anderson,172.3062642,1
Megan,Riggs,31.41542458,0
Whitney,Andrews,44.1176993,0
Catherine,Jones,127.0135122,1
William,Andrews,236.2180763,1
Kathleen,Edwards,158.3239538,1
Roger,Frost,220.4688874,1
Justin,Johnson,255.8491608,1
Valerie,Young,265.1702577,1
Samantha,Perez,239.9469797,1
Devin,Allen,72.15833791,0
Stephanie,Little,238.9238728,1
Melanie,Miller,27.5070475,0
Erica,Beck,2.408526397,0
Toni,Dunn,168.373362,1
Eric,Dunn,211.8975891,1
David,Jackson,169.3550529,1
Melanie,Gates,94.66629008,0
Heather,Pierce,17.41061969,0
Jordan,Lewis,153.0146174,1
Michele,Johnson,255.7149801,1
Samantha,Ryan,249.4925261,1
Christopher,Hudson,201.9997518,1
Zachary,Williams,106.5992164,1
Donna,Davis,66.72879991,0
Jordan,Erickson,237.7720748,1
Christopher,Nolan,88.7427826,0
Evelyn,Hanna,11.36458787,0
Jason,Johnson,250.2314702,1
Barbara,Caldwell,224.7115849,1
Ronald,Huff,7.220543464,0
Holly,Norris,216.2305109,1
Derrick,Carter,11.83791299,0
Kenneth,Golden,285.8508169,1
Grace,Edwards,70.08655795,0
Jonathan,Rios,57.71259736,0
Mackenzie,Miller,265.5941732,1
Tammy,Taylor,138.8559857,1
Reginald,King,207.3305606,1
Matthew,Fletcher,130.5591612,1
Elizabeth,Jordan,177.7124355,1
Sally,Santiago,45.11902986,0
James,Johnson,12.89573538,0
Jason,Saunders,242.8437386,1
Carol,Hernandez,4.624370641,0
Kendra,Dawson,291.5212704,1
James,Hess DDS,58.42698092,0
Michael,Stokes,25.51886602,0
Jeffrey,Martinez,147.6903791,1
Joseph,Bell,102.9874282,1
Pamela,Black,140.719389,1
Robert,Jordan,100.4711011,1
Kathy,Baker,263.5511899,1
Brian,Bailey,115.3628316,1
Mitchell,Clark,190.2857937,1
Kelly,Mcintyre,168.7344269,1
Susan,Ali,260.5821259,1
Latoya,Gonzales,205.0424222,1
Olivia,Mayo,251.5393163,1
Thomas,Anderson,221.0320214,1
Todd,Jennings,182.3938507,1
Paul,Dixon,22.25760841,0
Julie,Torres,130.6787559,1
James,Miller,202.2296492,1
John,Howard,80.73869922,0
Anne,Savage,134.0405497,1
Richard,Wilson,226.8917134,1
Amber,Esparza,187.5777824,1
Todd,Armstrong,99.18946135,0
Aaron,Richardson,118.4556824,1
Gregory,Pollard,234.1382368,1
Jon,Butler,225.7678307,1
Chelsea,Madden,116.6229213,1
Misty,Ramos,234.0837103,1
Ryan,Murphy,233.787281,1
Brittany,Sandoval,259.1615163,1
Rose,Stanton,132.5843724,1
Kristen,Banks,287.0092393,1
Julia,Stokes,140.3125662,1
Paul,Phillips,186.004365,1
Amber,Thompson,128.4038652,1
Valerie,Norton,278.473292,1
Adam,Parker,228.1780449,1
Jennifer,Gonzales,201.9577223,1
Jacqueline,Hernandez,260.086074,1
Cory,Walker,276.8951661,1
Jennifer,Miller,220.5202145,1
Dawn,Bond,270.3604905,1
Tara,Daniel,247.6926552,1
Rebecca,Thompson DDS,136.4907152,1
Victor,Serrano,260.1217048,1
Elizabeth,Bell,55.220858,0
Julie,Coleman,122.6292673,1
Jennifer,Brown,8.634621797,0
Jessica,Moore,266.6472363,1
John,Ramirez,160.9401531,1
Becky,Hall,271.1221772,1
Christine,Smith,295.80399,1
Christopher,Osborne,146.2329234,1
Jacob,Hernandez,7.999586638,0
Jennifer,Rogers,128.5133967,1
Tammy,Young,19.64948762,0
James,Lewis,56.04829693,0
Charles,Stanley,74.1148732,0
Christina,Garcia,85.95341522,0
Heather,Davis,74.29698857,0
Ashley,Fuentes,228.8808044,1
Jorge,Brown,2.668016258,0
Sierra,Park MD,205.5258599,1
Todd,Miller,272.9947016,1
Jeffrey,Sanchez,71.25953585,0
Crystal,Luna,99.9830512,0
Devin,Flores,60.75152093,0
Bianca,Martin,123.5356854,1
Danielle,Snyder,26.67738087,0
Edward,Carney,265.0690245,1
Joseph,Grimes,268.7529259,1
April,Fowler,164.807737,1
Michelle,Mccoy,145.0996084,1
Alicia,Stone MD,21.30617961,0
Micheal,Lloyd,215.1732624,1
Richard,Ortiz,148.9167449,1
Jasmine,Reyes,44.61653265,0
Tony,Smith,114.4025946,1
Mary,Melton,198.305836,1
William,Griffin,146.0813867,1
Scott,Vargas,58.25361228,0
Adam,Guerra,13.06034675,0
Christina,Vang,215.2971497,1
Nicole,Williams,189.1902467,1
Erica,Powers,142.7933784,1
Angela,Garcia,175.2561835,1
Melissa,Brown,257.9026846,1
John,Santiago,55.75051528,0
Donald,Nelson,20.74710164,0
Misty,Bell,263.0063735,1
Vanessa,Barnes,81.07265035,0
Brian,Austin,212.6489366,1
Jeffrey,King,252.2896877,1
Levi,Vaughn,142.1224476,1
Melanie,Blake,244.2496518,1
Marvin,Franklin,219.6697621,1
Angela,Massey,110.5922776,1
Lisa,Cole,202.2032766,1
George,Stark,103.6304844,1
Jeffrey,Salas,232.9586528,1
Richard,Reeves,85.83249893,0
Heather,Maldonado,292.4101672,1
Shelly,Mcdaniel,267.5668047,1
David,Ryan,80.92148227,0
Tyler,Trevino,75.70611538,0
Christina,Jackson,155.4855824,1
Jodi,Peterson,20.74948998,0
Melissa,Carney,42.0237226,0
David,Cole,113.4241367,1
Ricardo,Weber,215.4765291,1
Jessica,Mckenzie,280.9707751,1
James,Ramirez,36.28177824,0
Jeffrey,Wise,77.17375689,0
Brandy,Fisher,169.5800524,1
Renee,Barrera,246.0147811,1
Melanie,Wiggins,14.97387711,0
Alexander,Mckee,171.6037468,1
Sheryl,Hill,9.161919917,0
Sandra,White,272.9878419,1
Christopher,Thompson,22.06905227,0
Daniel,Smith,130.7526411,1
Theresa,Johnson,61.15255402,0
Kristopher,Cunningham,127.4296829,1
Nathan,Morgan,166.2127571,1
David,Murray,110.6025674,1
April,Taylor,2.033803094,0
Daniel,Herrera,245.1409137,1
John,Mcpherson,200.3253003,1
Scott,Simmons,44.45087327,0
Gary,Tran,86.68368261,0
Erica,Vaughn,289.7922876,1
Jennifer,Peterson,179.3599432,1
April,Mccormick,219.6090619,1
Justin,Davis,39.14509514,0
Julia,Hall,163.1533708,1
Anna,Cunningham,188.9376293,1
Jacob,Stevens,233.2257703,1
Jerry,Payne,169.6238126,1
Mark,Collins,117.6222818,1
Benjamin,Clark,93.10220462,0
Lisa,Norton,17.32317763,0
Christopher,Smith,81.45143196,0
Mary,Myers,37.44740126,0
Stephanie,Skinner,6.450115409,0
Dave,Kelly,121.9757295,1
Patricia,Gallagher,196.371178,1
Shaun,Holloway,39.44032807,0
Marc,Love,262.2720982,1
Michael,Mayer,41.42900813,0
Mason,Rodriguez,162.7919652,1
Jason,Payne,83.2794627,0
Johnny,Hicks,74.9443794,0
Lisa,Rodgers,32.10622464,0
Sarah,Tyler,87.15157534,0
Brian,Rodriguez,26.0816515,0
Charlene,Jones,246.885328,1
Scott,Lawrence,227.6139565,1
Carol,Patrick,140.4516807,1
Jessica,Gibson DDS,60.11999568,0
Linda,Sullivan,4.597577836,0
Donna,Carrillo,237.8259111,1
Scott,Baker,227.4705054,1
Brian,Jensen,174.9671222,1
James,Sosa,81.43216331,0
Veronica,Zavala,51.45914813,0
Jenny,Fields,186.1692976,1
George,Monroe,230.8455603,1
Michael,Smith,153.7056177,1
Kevin,Oliver,190.3976967,1
Nicholas,Mejia,13.52272289,0
Phillip,Logan,169.7231774,1
Jamie,Jackson,299.1846576,1
Thomas,Alvarez,72.23090551,0
Kaitlin,Lawson,116.9434704,1
Carlos,Wagner,268.2158202,1
Christopher,Anderson,45.61401189,0
Roberto,Sparks,113.7675985,1
Julie,Oneal,214.0692547,1
Megan,Friedman,240.3518353,1
Cheryl,Taylor,96.58849728,0
Jeffrey,Hatfield,241.5103666,1
James,Phillips,18.9820537,0
Jessica,Moore,128.9224193,1
Eric,Richards,79.96034999,0
Rebecca,Mitchell,240.7557103,1
Anna,Patrick,158.13197,1
Eric,Schmidt,197.3438304,1
Mark,Campbell,156.8947774,1
Taylor,Oconnell,190.5868648,1
Debra,Peters,70.77282649,0
Richard,Anderson,99.64762699,0
William,Russell,201.2067577,1
Ryan,Mcdaniel,245.9720704,1
Jacqueline,Frazier,191.7286603,1
Steven,Stuart,32.13545499,0
Emily,Rodriguez,90.35267623,0
Ryan,Perez,28.24313981,0
Lauren,Hahn,287.3152387,1
Megan,Lopez,127.4434204,1
Matthew,Lucero,194.0146142,1
Joseph,Perez,52.96715715,0
Kimberly,Wright,153.6378606,1
Donald,Braun,16.16466094,0
Savannah,Reese,156.4062563,1
Leslie,Wiggins,65.73844854,0
Deanna,Gonzalez,26.46654614,0
Derrick,Brown PhD,22.81013853,0
Meghan,Davis,116.3037504,1
Faith,Edwards,163.6350438,1
Stephanie,Morgan,160.7615774,1
Laura,Vargas,17.12739612,0
Caleb,Singh,55.99219306,0
Cassandra,Andrade,189.3732231,1
Robert,Hall,183.8510853,1
Kenneth,Hill,6.341114311,0
David,Brown,136.8591472,1
Sarah,Lewis,237.1228892,1
Stephen,Meyers,261.2785989,1
Victor,Becker,71.86420397,0
Brad,Huff,150.7929287,1
Thomas,Sanchez,18.39675475,0
Michael,Chapman,229.9602555,1
Stephen,Lam,89.72241118,0
Theresa,Wells,80.07481776,0
Richard,Barrera,55.20716243,0
Kelly,Boyle,237.0515981,1
Alexander,Richardson,21.98915208,0
James,Hicks,177.0515297,1
Todd,Simon PhD,93.74886446,0
Jason,Meyer,114.0768801,1
Matthew,Moore,150.4707103,1
Lindsay,Rivera,108.1302862,1
Michael,Peterson,253.4940966,1
Jennifer,Martin PhD,193.1962602,1
Martin,Solomon,186.44926,1
Rebecca,Quinn,72.46973743,0
Kerry,Branch,9.474332966,0
Leslie,Ruiz,219.3292641,1
Joseph,Howard,86.76006819,0
Rebecca,Wright,233.5123787,1
Jacqueline,Phillips,266.4418808,1
Wesley,Erickson,134.5999692,1
Janet,West,225.8993827,1
James,Barnett,237.5878966,1
Eric,Scott,252.8316303,1
James,Jones,250.7173487,1
Joshua,Baker DVM,87.85407145,0
Kathleen,Baker,260.1202045,1
Michael,Clark,260.3821386,1
Anne,Richards,214.576803,1
Renee,Williams,273.244834,1
Derek,Thomas,128.0732518,1
Robert,White,15.36006275,0
Teresa,Figueroa,157.0536374,1
Ashley,Murphy,117.9457723,1
Laura,Peterson,227.6123872,1
Brian,Cardenas,96.53388242,0
Dana,Conrad,12.35802683,0
Kathleen,Deleon,123.7719434,1
Ebony,Garcia,243.754614,1
Johnathan,Allen,8.375005469,0
Laura,Faulkner,0.172930056,0
Kirk,Pearson,9.303532223,0
Joseph,Bonilla,44.2075727,0
Christina,Moore,121.1085131,1
Gary,Barber,109.5760422,1
Laura,Diaz,1.192317589,0
Jerry,Stuart,222.1184712,1
Brianna,Griffith,200.530082,1
Kenneth,Lopez,56.49118553,0
Wesley,Krause,115.9217821,1
Derek,Sullivan,199.9901641,1
Brian,Johnson,202.850954,1
Monica,Mcdonald,190.9497467,1
Christine,Peterson,144.0482779,1
Brianna,Ramirez,196.1333418,1
Robert,Decker,71.98489152,0
Michael,Bryant,82.40541955,0
Jamie,Silva,161.7920788,1
Steven,Jones,96.06536657,0
Christopher,Bautista,25.7526185,0
Elizabeth,Stein,255.6515653,1
Brandi,Werner,297.9637678,1
